generated_id,seed_no,variant_index,reference,original_expression,generated_expression,generation_type,distinct_operands_renamed
2417,103,12,,A;(B∨C),X103V12O01;(X103V12O02∨X103V12O03),operand-renamed_same-structure,3
2418,103,13,,A;(B∨C),X103V13O01;(X103V13O02∨X103V13O03),operand-renamed_same-structure,3
2419,103,14,,A;(B∨C),X103V14O01;(X103V14O02∨X103V14O03),operand-renamed_same-structure,3
2420,103,15,,A;(B∨C),X103V15O01;(X103V15O02∨X103V15O03),operand-renamed_same-structure,3
2421,103,16,,A;(B∨C),X103V16O01;(X103V16O02∨X103V16O03),operand-renamed_same-structure,3
2422,103,17,,A;(B∨C),X103V17O01;(X103V17O02∨X103V17O03),operand-renamed_same-structure,3
2423,103,18,,A;(B∨C),X103V18O01;(X103V18O02∨X103V18O03),operand-renamed_same-structure,3
2424,103,19,,A;(B∨C),X103V19O01;(X103V19O02∨X103V19O03),operand-renamed_same-structure,3
2425,103,20,,A;(B∨C),X103V20O01;(X103V20O02∨X103V20O03),operand-renamed_same-structure,3
2426,103,21,,A;(B∨C),X103V21O01;(X103V21O02∨X103V21O03),operand-renamed_same-structure,3
2427,103,22,,A;(B∨C),X103V22O01;(X103V22O02∨X103V22O03),operand-renamed_same-structure,3
2428,103,23,,A;(B∨C),X103V23O01;(X103V23O02∨X103V23O03),operand-renamed_same-structure,3
2429,103,24,,A;(B∨C),X103V24O01;(X103V24O02∨X103V24O03),operand-renamed_same-structure,3
2430,104,1,,(A;B)∨(A;C),(X104V01O01;X104V01O02)∨(X104V01O01;X104V01O03),operand-renamed_same-structure,3
2431,104,2,,(A;B)∨(A;C),(X104V02O01;X104V02O02)∨(X104V02O01;X104V02O03),operand-renamed_same-structure,3
2432,104,3,,(A;B)∨(A;C),(X104V03O01;X104V03O02)∨(X104V03O01;X104V03O03),operand-renamed_same-structure,3
2433,104,4,,(A;B)∨(A;C),(X104V04O01;X104V04O02)∨(X104V04O01;X104V04O03),operand-renamed_same-structure,3
2434,104,5,,(A;B)∨(A;C),(X104V05O01;X104V05O02)∨(X104V05O01;X104V05O03),operand-renamed_same-structure,3
2435,104,6,,(A;B)∨(A;C),(X104V06O01;X104V06O02)∨(X104V06O01;X104V06O03),operand-renamed_same-structure,3
2436,104,7,,(A;B)∨(A;C),(X104V07O01;X104V07O02)∨(X104V07O01;X104V07O03),operand-renamed_same-structure,3
2437,104,8,,(A;B)∨(A;C),(X104V08O01;X104V08O02)∨(X104V08O01;X104V08O03),operand-renamed_same-structure,3
2438,104,9,,(A;B)∨(A;C),(X104V09O01;X104V09O02)∨(X104V09O01;X104V09O03),operand-renamed_same-structure,3
2439,104,10,,(A;B)∨(A;C),(X104V10O01;X104V10O02)∨(X104V10O01;X104V10O03),operand-renamed_same-structure,3
2440,104,11,,(A;B)∨(A;C),(X104V11O01;X104V11O02)∨(X104V11O01;X104V11O03),operand-renamed_same-structure,3
2441,104,12,,(A;B)∨(A;C),(X104V12O01;X104V12O02)∨(X104V12O01;X104V12O03),operand-renamed_same-structure,3
2442,104,13,,(A;B)∨(A;C),(X104V13O01;X104V13O02)∨(X104V13O01;X104V13O03),operand-renamed_same-structure,3
2443,104,14,,(A;B)∨(A;C),(X104V14O01;X104V14O02)∨(X104V14O01;X104V14O03),operand-renamed_same-structure,3
2444,104,15,,(A;B)∨(A;C),(X104V15O01;X104V15O02)∨(X104V15O01;X104V15O03),operand-renamed_same-structure,3
2445,104,16,,(A;B)∨(A;C),(X104V16O01;X104V16O02)∨(X104V16O01;X104V16O03),operand-renamed_same-structure,3
2446,104,17,,(A;B)∨(A;C),(X104V17O01;X104V17O02)∨(X104V17O01;X104V17O03),operand-renamed_same-structure,3
2447,104,18,,(A;B)∨(A;C),(X104V18O01;X104V18O02)∨(X104V18O01;X104V18O03),operand-renamed_same-structure,3
2448,104,19,,(A;B)∨(A;C),(X104V19O01;X104V19O02)∨(X104V19O01;X104V19O03),operand-renamed_same-structure,3
2449,104,20,,(A;B)∨(A;C),(X104V20O01;X104V20O02)∨(X104V20O01;X104V20O03),operand-renamed_same-structure,3
2450,104,21,,(A;B)∨(A;C),(X104V21O01;X104V21O02)∨(X104V21O01;X104V21O03),operand-renamed_same-structure,3
2451,104,22,,(A;B)∨(A;C),(X104V22O01;X104V22O02)∨(X104V22O01;X104V22O03),operand-renamed_same-structure,3
2452,104,23,,(A;B)∨(A;C),(X104V23O01;X104V23O02)∨(X104V23O01;X104V23O03),operand-renamed_same-structure,3
2453,104,24,,(A;B)∨(A;C),(X104V24O01;X104V24O02)∨(X104V24O01;X104V24O03),operand-renamed_same-structure,3
2454,105,1,,(A-B)-C,(X105V01O01-X105V01O02)-X105V01O03,operand-renamed_same-structure,3
2455,105,2,,(A-B)-C,(X105V02O01-X105V02O02)-X105V02O03,operand-renamed_same-structure,3
2456,105,3,,(A-B)-C,(X105V03O01-X105V03O02)-X105V03O03,operand-renamed_same-structure,3
2457,105,4,,(A-B)-C,(X105V04O01-X105V04O02)-X105V04O03,operand-renamed_same-structure,3
2458,105,5,,(A-B)-C,(X105V05O01-X105V05O02)-X105V05O03,operand-renamed_same-structure,3
2459,105,6,,(A-B)-C,(X105V06O01-X105V06O02)-X105V06O03,operand-renamed_same-structure,3
2460,105,7,,(A-B)-C,(X105V07O01-X105V07O02)-X105V07O03,operand-renamed_same-structure,3
2461,105,8,,(A-B)-C,(X105V08O01-X105V08O02)-X105V08O03,operand-renamed_same-structure,3
2462,105,9,,(A-B)-C,(X105V09O01-X105V09O02)-X105V09O03,operand-renamed_same-structure,3
2463,105,10,,(A-B)-C,(X105V10O01-X105V10O02)-X105V10O03,operand-renamed_same-structure,3
2464,105,11,,(A-B)-C,(X105V11O01-X105V11O02)-X105V11O03,operand-renamed_same-structure,3
2465,105,12,,(A-B)-C,(X105V12O01-X105V12O02)-X105V12O03,operand-renamed_same-structure,3
2466,105,13,,(A-B)-C,(X105V13O01-X105V13O02)-X105V13O03,operand-renamed_same-structure,3
2467,105,14,,(A-B)-C,(X105V14O01-X105V14O02)-X105V14O03,operand-renamed_same-structure,3
2468,105,15,,(A-B)-C,(X105V15O01-X105V15O02)-X105V15O03,operand-renamed_same-structure,3
2469,105,16,,(A-B)-C,(X105V16O01-X105V16O02)-X105V16O03,operand-renamed_same-structure,3
2470,105,17,,(A-B)-C,(X105V17O01-X105V17O02)-X105V17O03,operand-renamed_same-structure,3
2471,105,18,,(A-B)-C,(X105V18O01-X105V18O02)-X105V18O03,operand-renamed_same-structure,3
2472,105,19,,(A-B)-C,(X105V19O01-X105V19O02)-X105V19O03,operand-renamed_same-structure,3
2473,105,20,,(A-B)-C,(X105V20O01-X105V20O02)-X105V20O03,operand-renamed_same-structure,3
2474,105,21,,(A-B)-C,(X105V21O01-X105V21O02)-X105V21O03,operand-renamed_same-structure,3
2475,105,22,,(A-B)-C,(X105V22O01-X105V22O02)-X105V22O03,operand-renamed_same-structure,3
2476,105,23,,(A-B)-C,(X105V23O01-X105V23O02)-X105V23O03,operand-renamed_same-structure,3
2477,105,24,,(A-B)-C,(X105V24O01-X105V24O02)-X105V24O03,operand-renamed_same-structure,3
2478,106,1,,A-(B∨C),X106V01O01-(X106V01O02∨X106V01O03),operand-renamed_same-structure,3
2479,106,2,,A-(B∨C),X106V02O01-(X106V02O02∨X106V02O03),operand-renamed_same-structure,3
2480,106,3,,A-(B∨C),X106V03O01-(X106V03O02∨X106V03O03),operand-renamed_same-structure,3
2481,106,4,,A-(B∨C),X106V04O01-(X106V04O02∨X106V04O03),operand-renamed_same-structure,3
2482,106,5,,A-(B∨C),X106V05O01-(X106V05O02∨X106V05O03),operand-renamed_same-structure,3
2483,106,6,,A-(B∨C),X106V06O01-(X106V06O02∨X106V06O03),operand-renamed_same-structure,3
2484,106,7,,A-(B∨C),X106V07O01-(X106V07O02∨X106V07O03),operand-renamed_same-structure,3
2485,106,8,,A-(B∨C),X106V08O01-(X106V08O02∨X106V08O03),operand-renamed_same-structure,3
2486,106,9,,A-(B∨C),X106V09O01-(X106V09O02∨X106V09O03),operand-renamed_same-structure,3
2487,106,10,,A-(B∨C),X106V10O01-(X106V10O02∨X106V10O03),operand-renamed_same-structure,3
2488,106,11,,A-(B∨C),X106V11O01-(X106V11O02∨X106V11O03),operand-renamed_same-structure,3
2489,106,12,,A-(B∨C),X106V12O01-(X106V12O02∨X106V12O03),operand-renamed_same-structure,3
2490,106,13,,A-(B∨C),X106V13O01-(X106V13O02∨X106V13O03),operand-renamed_same-structure,3
2491,106,14,,A-(B∨C),X106V14O01-(X106V14O02∨X106V14O03),operand-renamed_same-structure,3
2492,106,15,,A-(B∨C),X106V15O01-(X106V15O02∨X106V15O03),operand-renamed_same-structure,3
2493,106,16,,A-(B∨C),X106V16O01-(X106V16O02∨X106V16O03),operand-renamed_same-structure,3
2494,106,17,,A-(B∨C),X106V17O01-(X106V17O02∨X106V17O03),operand-renamed_same-structure,3
2495,106,18,,A-(B∨C),X106V18O01-(X106V18O02∨X106V18O03),operand-renamed_same-structure,3
2496,106,19,,A-(B∨C),X106V19O01-(X106V19O02∨X106V19O03),operand-renamed_same-structure,3
2497,106,20,,A-(B∨C),X106V20O01-(X106V20O02∨X106V20O03),operand-renamed_same-structure,3
2498,106,21,,A-(B∨C),X106V21O01-(X106V21O02∨X106V21O03),operand-renamed_same-structure,3
2499,106,22,,A-(B∨C),X106V22O01-(X106V22O02∨X106V22O03),operand-renamed_same-structure,3
2500,106,23,,A-(B∨C),X106V23O01-(X106V23O02∨X106V23O03),operand-renamed_same-structure,3
2501,106,24,,A-(B∨C),X106V24O01-(X106V24O02∨X106V24O03),operand-renamed_same-structure,3
2502,107,1,,(A∨B)-C,(X107V01O01∨X107V01O02)-X107V01O03,operand-renamed_same-structure,3
2503,107,2,,(A∨B)-C,(X107V02O01∨X107V02O02)-X107V02O03,operand-renamed_same-structure,3
2504,107,3,,(A∨B)-C,(X107V03O01∨X107V03O02)-X107V03O03,operand-renamed_same-structure,3
2505,107,4,,(A∨B)-C,(X107V04O01∨X107V04O02)-X107V04O03,operand-renamed_same-structure,3
2506,107,5,,(A∨B)-C,(X107V05O01∨X107V05O02)-X107V05O03,operand-renamed_same-structure,3
2507,107,6,,(A∨B)-C,(X107V06O01∨X107V06O02)-X107V06O03,operand-renamed_same-structure,3
2508,107,7,,(A∨B)-C,(X107V07O01∨X107V07O02)-X107V07O03,operand-renamed_same-structure,3
2509,107,8,,(A∨B)-C,(X107V08O01∨X107V08O02)-X107V08O03,operand-renamed_same-structure,3
2510,107,9,,(A∨B)-C,(X107V09O01∨X107V09O02)-X107V09O03,operand-renamed_same-structure,3
2511,107,10,,(A∨B)-C,(X107V10O01∨X107V10O02)-X107V10O03,operand-renamed_same-structure,3
2512,107,11,,(A∨B)-C,(X107V11O01∨X107V11O02)-X107V11O03,operand-renamed_same-structure,3
2513,107,12,,(A∨B)-C,(X107V12O01∨X107V12O02)-X107V12O03,operand-renamed_same-structure,3
2514,107,13,,(A∨B)-C,(X107V13O01∨X107V13O02)-X107V13O03,operand-renamed_same-structure,3
2515,107,14,,(A∨B)-C,(X107V14O01∨X107V14O02)-X107V14O03,operand-renamed_same-structure,3
2516,107,15,,(A∨B)-C,(X107V15O01∨X107V15O02)-X107V15O03,operand-renamed_same-structure,3
2517,107,16,,(A∨B)-C,(X107V16O01∨X107V16O02)-X107V16O03,operand-renamed_same-structure,3
2518,107,17,,(A∨B)-C,(X107V17O01∨X107V17O02)-X107V17O03,operand-renamed_same-structure,3
2519,107,18,,(A∨B)-C,(X107V18O01∨X107V18O02)-X107V18O03,operand-renamed_same-structure,3
2520,107,19,,(A∨B)-C,(X107V19O01∨X107V19O02)-X107V19O03,operand-renamed_same-structure,3
2521,107,20,,(A∨B)-C,(X107V20O01∨X107V20O02)-X107V20O03,operand-renamed_same-structure,3
2522,107,21,,(A∨B)-C,(X107V21O01∨X107V21O02)-X107V21O03,operand-renamed_same-structure,3
2523,107,22,,(A∨B)-C,(X107V22O01∨X107V22O02)-X107V22O03,operand-renamed_same-structure,3
2524,107,23,,(A∨B)-C,(X107V23O01∨X107V23O02)-X107V23O03,operand-renamed_same-structure,3
2525,107,24,,(A∨B)-C,(X107V24O01∨X107V24O02)-X107V24O03,operand-renamed_same-structure,3
2526,108,1,,(A-B)∨(A-C),(X108V01O01-X108V01O02)∨(X108V01O01-X108V01O03),operand-renamed_same-structure,3
2527,108,2,,(A-B)∨(A-C),(X108V02O01-X108V02O02)∨(X108V02O01-X108V02O03),operand-renamed_same-structure,3
2528,108,3,,(A-B)∨(A-C),(X108V03O01-X108V03O02)∨(X108V03O01-X108V03O03),operand-renamed_same-structure,3
2529,108,4,,(A-B)∨(A-C),(X108V04O01-X108V04O02)∨(X108V04O01-X108V04O03),operand-renamed_same-structure,3
2530,108,5,,(A-B)∨(A-C),(X108V05O01-X108V05O02)∨(X108V05O01-X108V05O03),operand-renamed_same-structure,3
2531,108,6,,(A-B)∨(A-C),(X108V06O01-X108V06O02)∨(X108V06O01-X108V06O03),operand-renamed_same-structure,3
2532,108,7,,(A-B)∨(A-C),(X108V07O01-X108V07O02)∨(X108V07O01-X108V07O03),operand-renamed_same-structure,3
2533,108,8,,(A-B)∨(A-C),(X108V08O01-X108V08O02)∨(X108V08O01-X108V08O03),operand-renamed_same-structure,3
2534,108,9,,(A-B)∨(A-C),(X108V09O01-X108V09O02)∨(X108V09O01-X108V09O03),operand-renamed_same-structure,3
2535,108,10,,(A-B)∨(A-C),(X108V10O01-X108V10O02)∨(X108V10O01-X108V10O03),operand-renamed_same-structure,3
2536,108,11,,(A-B)∨(A-C),(X108V11O01-X108V11O02)∨(X108V11O01-X108V11O03),operand-renamed_same-structure,3
2537,108,12,,(A-B)∨(A-C),(X108V12O01-X108V12O02)∨(X108V12O01-X108V12O03),operand-renamed_same-structure,3
2538,108,13,,(A-B)∨(A-C),(X108V13O01-X108V13O02)∨(X108V13O01-X108V13O03),operand-renamed_same-structure,3
2539,108,14,,(A-B)∨(A-C),(X108V14O01-X108V14O02)∨(X108V14O01-X108V14O03),operand-renamed_same-structure,3
2540,108,15,,(A-B)∨(A-C),(X108V15O01-X108V15O02)∨(X108V15O01-X108V15O03),operand-renamed_same-structure,3
2541,108,16,,(A-B)∨(A-C),(X108V16O01-X108V16O02)∨(X108V16O01-X108V16O03),operand-renamed_same-structure,3
2542,108,17,,(A-B)∨(A-C),(X108V17O01-X108V17O02)∨(X108V17O01-X108V17O03),operand-renamed_same-structure,3
2543,108,18,,(A-B)∨(A-C),(X108V18O01-X108V18O02)∨(X108V18O01-X108V18O03),operand-renamed_same-structure,3
2544,108,19,,(A-B)∨(A-C),(X108V19O01-X108V19O02)∨(X108V19O01-X108V19O03),operand-renamed_same-structure,3
2545,108,20,,(A-B)∨(A-C),(X108V20O01-X108V20O02)∨(X108V20O01-X108V20O03),operand-renamed_same-structure,3
2546,108,21,,(A-B)∨(A-C),(X108V21O01-X108V21O02)∨(X108V21O01-X108V21O03),operand-renamed_same-structure,3
2547,108,22,,(A-B)∨(A-C),(X108V22O01-X108V22O02)∨(X108V22O01-X108V22O03),operand-renamed_same-structure,3
2548,108,23,,(A-B)∨(A-C),(X108V23O01-X108V23O02)∨(X108V23O01-X108V23O03),operand-renamed_same-structure,3
2549,109,1,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V01O01 + (X109V01O02 (X109V01O03*)),operand-renamed_same-structure,3
2550,109,2,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V02O01 + (X109V02O02 (X109V02O03*)),operand-renamed_same-structure,3
2551,109,3,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V03O01 + (X109V03O02 (X109V03O03*)),operand-renamed_same-structure,3
2552,109,4,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V04O01 + (X109V04O02 (X109V04O03*)),operand-renamed_same-structure,3
2553,109,5,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V05O01 + (X109V05O02 (X109V05O03*)),operand-renamed_same-structure,3
2554,109,6,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V06O01 + (X109V06O02 (X109V06O03*)),operand-renamed_same-structure,3
2555,109,7,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V07O01 + (X109V07O02 (X109V07O03*)),operand-renamed_same-structure,3
2556,109,8,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V08O01 + (X109V08O02 (X109V08O03*)),operand-renamed_same-structure,3
2557,109,9,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V09O01 + (X109V09O02 (X109V09O03*)),operand-renamed_same-structure,3
2558,109,10,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V10O01 + (X109V10O02 (X109V10O03*)),operand-renamed_same-structure,3
2559,109,11,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V11O01 + (X109V11O02 (X109V11O03*)),operand-renamed_same-structure,3
2560,109,12,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V12O01 + (X109V12O02 (X109V12O03*)),operand-renamed_same-structure,3
2561,109,13,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V13O01 + (X109V13O02 (X109V13O03*)),operand-renamed_same-structure,3
2562,109,14,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V14O01 + (X109V14O02 (X109V14O03*)),operand-renamed_same-structure,3
2563,109,15,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V15O01 + (X109V15O02 (X109V15O03*)),operand-renamed_same-structure,3
2564,109,16,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V16O01 + (X109V16O02 (X109V16O03*)),operand-renamed_same-structure,3
2565,109,17,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V17O01 + (X109V17O02 (X109V17O03*)),operand-renamed_same-structure,3
2566,109,18,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V18O01 + (X109V18O02 (X109V18O03*)),operand-renamed_same-structure,3
2567,109,19,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V19O01 + (X109V19O02 (X109V19O03*)),operand-renamed_same-structure,3
2568,109,20,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V20O01 + (X109V20O02 (X109V20O03*)),operand-renamed_same-structure,3
2569,109,21,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V21O01 + (X109V21O02 (X109V21O03*)),operand-renamed_same-structure,3
2570,109,22,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V22O01 + (X109V22O02 (X109V22O03*)),operand-renamed_same-structure,3
2571,109,23,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V23O01 + (X109V23O02 (X109V23O03*)),operand-renamed_same-structure,3
2572,109,24,1966-Two Complete Axiom Systems for the Algebra of Regular Events,a + (b (v*)),X109V24O01 + (X109V24O02 (X109V24O03*)),operand-renamed_same-structure,3
2573,110,1,,0*(01 + 10*0)*,711000101*(711000102 + 711000103*711000101)*,operand-renamed_same-structure,3
2574,110,2,,0*(01 + 10*0)*,711000201*(711000202 + 711000203*711000201)*,operand-renamed_same-structure,3
2575,110,3,,0*(01 + 10*0)*,711000301*(711000302 + 711000303*711000301)*,operand-renamed_same-structure,3
2576,110,4,,0*(01 + 10*0)*,711000401*(711000402 + 711000403*711000401)*,operand-renamed_same-structure,3
2577,110,5,,0*(01 + 10*0)*,711000501*(711000502 + 711000503*711000501)*,operand-renamed_same-structure,3
2578,110,6,,0*(01 + 10*0)*,711000601*(711000602 + 711000603*711000601)*,operand-renamed_same-structure,3
2579,110,7,,0*(01 + 10*0)*,711000701*(711000702 + 711000703*711000701)*,operand-renamed_same-structure,3
2580,110,8,,0*(01 + 10*0)*,711000801*(711000802 + 711000803*711000801)*,operand-renamed_same-structure,3
2581,110,9,,0*(01 + 10*0)*,711000901*(711000902 + 711000903*711000901)*,operand-renamed_same-structure,3
2582,110,10,,0*(01 + 10*0)*,711001001*(711001002 + 711001003*711001001)*,operand-renamed_same-structure,3
2583,110,11,,0*(01 + 10*0)*,711001101*(711001102 + 711001103*711001101)*,operand-renamed_same-structure,3
2584,110,12,,0*(01 + 10*0)*,711001201*(711001202 + 711001203*711001201)*,operand-renamed_same-structure,3
2585,110,13,,0*(01 + 10*0)*,711001301*(711001302 + 711001303*711001301)*,operand-renamed_same-structure,3
2586,110,14,,0*(01 + 10*0)*,711001401*(711001402 + 711001403*711001401)*,operand-renamed_same-structure,3
2587,110,15,,0*(01 + 10*0)*,711001501*(711001502 + 711001503*711001501)*,operand-renamed_same-structure,3
2588,110,16,,0*(01 + 10*0)*,711001601*(711001602 + 711001603*711001601)*,operand-renamed_same-structure,3
2589,110,17,,0*(01 + 10*0)*,711001701*(711001702 + 711001703*711001701)*,operand-renamed_same-structure,3
2590,110,18,,0*(01 + 10*0)*,711001801*(711001802 + 711001803*711001801)*,operand-renamed_same-structure,3
2591,110,19,,0*(01 + 10*0)*,711001901*(711001902 + 711001903*711001901)*,operand-renamed_same-structure,3
2592,110,20,,0*(01 + 10*0)*,711002001*(711002002 + 711002003*711002001)*,operand-renamed_same-structure,3
2593,110,21,,0*(01 + 10*0)*,711002101*(711002102 + 711002103*711002101)*,operand-renamed_same-structure,3
2594,110,22,,0*(01 + 10*0)*,711002201*(711002202 + 711002203*711002201)*,operand-renamed_same-structure,3
2595,110,23,,0*(01 + 10*0)*,711002301*(711002302 + 711002303*711002301)*,operand-renamed_same-structure,3
2596,110,24,,0*(01 + 10*0)*,711002401*(711002402 + 711002403*711002401)*,operand-renamed_same-structure,3
2597,111,1,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V01O01.X111V01O02||X111V01O03.X111V01O04,operand-renamed_same-structure,4
2598,111,2,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V02O01.X111V02O02||X111V02O03.X111V02O04,operand-renamed_same-structure,4
2599,111,3,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V03O01.X111V03O02||X111V03O03.X111V03O04,operand-renamed_same-structure,4
2600,111,4,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V04O01.X111V04O02||X111V04O03.X111V04O04,operand-renamed_same-structure,4
2601,111,5,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V05O01.X111V05O02||X111V05O03.X111V05O04,operand-renamed_same-structure,4
2602,111,6,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V06O01.X111V06O02||X111V06O03.X111V06O04,operand-renamed_same-structure,4
2603,111,7,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V07O01.X111V07O02||X111V07O03.X111V07O04,operand-renamed_same-structure,4
2604,111,8,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V08O01.X111V08O02||X111V08O03.X111V08O04,operand-renamed_same-structure,4
2605,111,9,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V09O01.X111V09O02||X111V09O03.X111V09O04,operand-renamed_same-structure,4
2606,111,10,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V10O01.X111V10O02||X111V10O03.X111V10O04,operand-renamed_same-structure,4
2607,111,11,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V11O01.X111V11O02||X111V11O03.X111V11O04,operand-renamed_same-structure,4
2608,111,12,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V12O01.X111V12O02||X111V12O03.X111V12O04,operand-renamed_same-structure,4
2609,111,13,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V13O01.X111V13O02||X111V13O03.X111V13O04,operand-renamed_same-structure,4
2610,111,14,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V14O01.X111V14O02||X111V14O03.X111V14O04,operand-renamed_same-structure,4
2611,111,15,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V15O01.X111V15O02||X111V15O03.X111V15O04,operand-renamed_same-structure,4
2612,111,16,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V16O01.X111V16O02||X111V16O03.X111V16O04,operand-renamed_same-structure,4
2613,111,17,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V17O01.X111V17O02||X111V17O03.X111V17O04,operand-renamed_same-structure,4
2614,111,18,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V18O01.X111V18O02||X111V18O03.X111V18O04,operand-renamed_same-structure,4
2615,111,19,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V19O01.X111V19O02||X111V19O03.X111V19O04,operand-renamed_same-structure,4
2616,111,20,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V20O01.X111V20O02||X111V20O03.X111V20O04,operand-renamed_same-structure,4
2617,111,21,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V21O01.X111V21O02||X111V21O03.X111V21O04,operand-renamed_same-structure,4
2618,111,22,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V22O01.X111V22O02||X111V22O03.X111V22O04,operand-renamed_same-structure,4
2619,111,23,1994-Concurrent regular expressions and their relationship to Petri nets,a.s||b.t,X111V23O01.X111V23O02||X111V23O03.X111V23O04,operand-renamed_same-structure,4
2620,112,1,,a.(s||b.c)Èb.(a.s||t),X112V01O01.(X112V01O02||X112V01O03.X112V01O04)X112V01O05.(X112V01O01.X112V01O02||X112V01O06),operand-renamed_same-structure,6
2621,112,2,,a.(s||b.c)Èb.(a.s||t),X112V02O01.(X112V02O02||X112V02O03.X112V02O04)X112V02O05.(X112V02O01.X112V02O02||X112V02O06),operand-renamed_same-structure,6
2622,112,3,,a.(s||b.c)Èb.(a.s||t),X112V03O01.(X112V03O02||X112V03O03.X112V03O04)X112V03O05.(X112V03O01.X112V03O02||X112V03O06),operand-renamed_same-structure,6
2623,112,4,,a.(s||b.c)Èb.(a.s||t),X112V04O01.(X112V04O02||X112V04O03.X112V04O04)X112V04O05.(X112V04O01.X112V04O02||X112V04O06),operand-renamed_same-structure,6
2624,112,5,,a.(s||b.c)Èb.(a.s||t),X112V05O01.(X112V05O02||X112V05O03.X112V05O04)X112V05O05.(X112V05O01.X112V05O02||X112V05O06),operand-renamed_same-structure,6
2625,112,6,,a.(s||b.c)Èb.(a.s||t),X112V06O01.(X112V06O02||X112V06O03.X112V06O04)X112V06O05.(X112V06O01.X112V06O02||X112V06O06),operand-renamed_same-structure,6
2626,112,7,,a.(s||b.c)Èb.(a.s||t),X112V07O01.(X112V07O02||X112V07O03.X112V07O04)X112V07O05.(X112V07O01.X112V07O02||X112V07O06),operand-renamed_same-structure,6
2627,112,8,,a.(s||b.c)Èb.(a.s||t),X112V08O01.(X112V08O02||X112V08O03.X112V08O04)X112V08O05.(X112V08O01.X112V08O02||X112V08O06),operand-renamed_same-structure,6
2628,112,9,,a.(s||b.c)Èb.(a.s||t),X112V09O01.(X112V09O02||X112V09O03.X112V09O04)X112V09O05.(X112V09O01.X112V09O02||X112V09O06),operand-renamed_same-structure,6
2629,112,10,,a.(s||b.c)Èb.(a.s||t),X112V10O01.(X112V10O02||X112V10O03.X112V10O04)X112V10O05.(X112V10O01.X112V10O02||X112V10O06),operand-renamed_same-structure,6
